Trial,Model,Train,Test
0,RMSprop,1.0,0.8269230769230769
0,Adam,1.0,0.8461538461538461
0,AdamW,1.0,0.8846153846153846
0,Adagrad,1.0,0.8846153846153846
0,Adadelta,1.0,0.8846153846153846
0,SGD,1.0,0.8653846153846154
0,Nadam,1.0,0.8461538461538461
0,Adafactor,1.0,0.8461538461538461
0,Adamax,1.0,0.8653846153846154
0,LossScaleOptimizer(Adam),1.0,0.9038461538461539
1,RMSprop,1.0,0.8461538461538461
1,Adam,1.0,0.8461538461538461
1,AdamW,1.0,0.8653846153846154
1,Adagrad,1.0,0.8846153846153846
1,Adadelta,1.0,0.8846153846153846
1,SGD,1.0,0.8846153846153846
1,Nadam,1.0,0.8461538461538461
1,Adafactor,1.0,0.8653846153846154
1,Adamax,1.0,0.8846153846153846
1,LossScaleOptimizer(Adam),1.0,0.8653846153846154
2,RMSprop,1.0,0.8653846153846154
2,Adam,1.0,0.8653846153846154
2,AdamW,1.0,0.8846153846153846
2,Adagrad,1.0,0.8846153846153846
2,Adadelta,1.0,0.8846153846153846
2,SGD,1.0,0.8846153846153846
2,Nadam,1.0,0.8461538461538461
2,Adafactor,1.0,0.8461538461538461
2,Adamax,1.0,0.8461538461538461
2,LossScaleOptimizer(Adam),1.0,0.8846153846153846
3,RMSprop,1.0,0.8461538461538461
3,Adam,1.0,0.8461538461538461
3,AdamW,1.0,0.8846153846153846
3,Adagrad,1.0,0.9038461538461539
3,Adadelta,1.0,0.9038461538461539
3,SGD,1.0,0.8846153846153846
3,Nadam,1.0,0.8846153846153846
3,Adafactor,1.0,0.8653846153846154
3,Adamax,1.0,0.8461538461538461
3,LossScaleOptimizer(Adam),1.0,0.8461538461538461
4,RMSprop,1.0,0.8653846153846154
4,Adam,1.0,0.8269230769230769
4,AdamW,1.0,0.8846153846153846
4,Adagrad,1.0,0.8846153846153846
4,Adadelta,1.0,0.8846153846153846
4,SGD,1.0,0.8846153846153846
4,Nadam,1.0,0.8846153846153846
4,Adafactor,1.0,0.8846153846153846
4,Adamax,1.0,0.8653846153846154
4,LossScaleOptimizer(Adam),1.0,0.8846153846153846
